"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"11","1","1","2019-08-29","4","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A2062","2019-06-28 16:14:11","A2062","2019-06-28 16:14:11","0","1"
"2","2",\N,"11","1","1","2019-08-29","4","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A2062","2019-06-28 16:14:11","A2062","2019-06-28 16:14:11","0","1"
"3","2",\N,"11","1","1","2019-07-19","5","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A2062","2019-07-08 10:01:54","A2062","2019-07-08 10:01:54","0","1"
"4","2",\N,"11","1","1","2019-07-19","5","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A2062","2019-07-08 10:01:54","A2062","2019-07-08 10:01:54","0","1"
"5","2",\N,"11","1","1","2020-02-12","3","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A2062","2019-07-23 15:07:11","A2062","2019-07-23 15:07:11","0","1"
"6","2",\N,"11","1","1","2020-02-12","3","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A2062","2019-07-23 15:07:11","A2062","2019-07-23 15:08:20","0","2"
"7","2",\N,"11","1","1","2020-02-12","3","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","2","A2062","2019-07-23 15:12:09","A2062","2019-07-23 15:12:09","0","1"
"8","2",\N,"11","1","1","2019-10-02","3","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A2062","2019-07-31 17:57:46","A2062","2019-07-31 17:57:46","0","1"
"9","2",\N,"11","1","1","2019-10-02","3","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A2062","2019-07-31 17:57:46","A2062","2019-07-31 17:57:46","0","1"
"10","2",\N,"11","1","1","2020-01-08","3","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3210","2019-11-01 15:58:34","A3210","2019-11-01 15:58:34","0","1"
"11","2",\N,"11","1","1","2020-01-08","3","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A3210","2019-11-01 15:58:34","A3210","2019-11-01 15:58:34","0","1"
"12","2",\N,"11","1","1","2020-02-28","5","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3210","2019-11-19 16:59:37","A3210","2019-11-19 16:59:37","0","1"
"13","2",\N,"11","1","1","2020-02-28","5","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A3210","2019-11-19 16:59:37","A3210","2019-11-19 16:59:37","0","1"
"14","2",\N,"11","1","1","2020-03-07","6","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3215","2019-11-26 15:28:24","A3215","2019-11-26 15:28:24","0","1"
"15","2",\N,"11","1","1","2020-03-07","6","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A3215","2019-11-26 15:28:24","A3215","2019-11-26 15:43:37","0","2"
"16","2",\N,"11","1","1","2020-01-06","1","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3215","2019-12-03 09:29:55","A3215","2019-12-03 09:29:55","0","1"
"17","2",\N,"11","1","1","2020-01-06","1","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A3215","2019-12-03 09:29:55","A3215","2019-12-03 09:29:55","0","1"
"18","2",\N,"11","1","1","2020-01-06","1","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","2","A3215","2019-12-03 09:31:02","A3215","2019-12-03 09:31:02","0","1"
"19","2",\N,"11","1","1","2020-03-06","5","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3271","2019-12-10 12:26:31","A3271","2019-12-20 15:00:19","1","2"
"20","2",\N,"11","1","1","2020-03-06","5","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A3271","2019-12-10 12:26:31","A3271","2019-12-20 15:00:19","1","2"
"21","2",\N,"11","1","1","2020-01-24","5","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3210","2019-12-19 14:25:46","A3210","2019-12-19 14:25:46","0","1"
"22","2",\N,"11","1","1","2020-01-24","5","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A3210","2019-12-19 14:25:46","A3210","2019-12-19 14:25:46","0","1"
"23","2",\N,"11","1","1","2020-03-02","1","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3271","2019-12-20 15:00:19","A3271","2019-12-20 15:00:19","0","1"
"24","2",\N,"11","1","1","2020-03-02","1","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A3271","2019-12-20 15:00:19","A3271","2019-12-20 15:00:19","0","1"
"25","2",\N,"11","1","1","2020-01-30","4","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3271","2019-12-23 11:12:11","A3271","2019-12-23 11:12:11","0","1"
"26","2",\N,"11","1","1","2020-01-30","4","WEB予約受付ない","帯1","0",\N,"5","0","0000","2300","1","1","1","A3271","2019-12-23 11:12:11","A3271","2019-12-23 11:12:11","0","1"
