"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"1","2019-06-18 09:25:56","m7229506","医療法人社団　ふくい内科クリニック","118.21.96.174","ログイン","ログイン","ログイン","ユーザー名[医療法人社団　ふくい内科クリニック]がログインしました。","A2062","2019-06-18 09:25:56","A2062","2019-06-18 09:25:56","1","0"
"2","2019-06-18 14:54:28","m7229506","医療法人社団　ふくい内科クリニック","118.21.96.174","ログイン","ログイン","ログイン","ユーザー名[医療法人社団　ふくい内科クリニック]がログインしました。","A2636","2019-06-18 14:54:28","A2636","2019-06-18 14:54:28","1","0"
"3","2019-06-18 14:56:02","OEM10140417-cs","cs-team","118.21.96.174","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[1]）","A2636","2019-06-18 14:56:02","A2636","2019-06-18 14:56:02","1","0"
"4","2019-06-18 15:08:23","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[1]）","A2636","2019-06-18 15:08:23","A2636","2019-06-18 15:08:23","1","0"
"5","2019-06-18 15:10:06","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2636","2019-06-18 15:10:06","A2636","2019-06-18 15:10:06","1","0"
"6","2019-06-18 15:10:23","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[2]）","A2636","2019-06-18 15:10:23","A2636","2019-06-18 15:10:23","1","0"
"7","2019-06-18 15:11:11","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2636","2019-06-18 15:11:11","A2636","2019-06-18 15:11:11","1","0"
"8","2019-06-18 15:11:32","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[3]）","A2636","2019-06-18 15:11:32","A2636","2019-06-18 15:11:32","1","0"
"9","2019-06-18 15:11:43","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプション編集","更新","オプションを更新しました。（オプションID：[1]）","A2636","2019-06-18 15:11:43","A2636","2019-06-18 15:11:43","1","0"
"10","2019-06-18 15:12:23","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2636","2019-06-18 15:12:23","A2636","2019-06-18 15:12:23","1","0"
"11","2019-06-18 15:12:46","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[4]）","A2636","2019-06-18 15:12:46","A2636","2019-06-18 15:12:46","1","0"
"12","2019-06-18 15:13:30","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2636","2019-06-18 15:13:30","A2636","2019-06-18 15:13:30","1","0"
"13","2019-06-18 15:13:41","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[5]）","A2636","2019-06-18 15:13:41","A2636","2019-06-18 15:13:41","1","0"
"14","2019-06-18 15:14:07","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2636","2019-06-18 15:14:07","A2636","2019-06-18 15:14:07","1","0"
"15","2019-06-18 15:14:52","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[6]）","A2636","2019-06-18 15:14:52","A2636","2019-06-18 15:14:52","1","0"
"16","2019-06-18 15:15:20","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2636","2019-06-18 15:15:20","A2636","2019-06-18 15:15:20","1","0"
"17","2019-06-18 15:15:35","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[7]）","A2636","2019-06-18 15:15:35","A2636","2019-06-18 15:15:35","1","0"
