"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"1","2018-11-07 11:33:50","x7794825","医療法人　浜崎医院","221.117.118.154","ログイン","ログイン","ログイン","ユーザー名[医療法人　浜崎医院]がログインしました。","A2867","2018-11-07 11:33:50","A2867","2018-11-07 11:33:50","1","0"
"2","2018-11-07 12:23:03","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[1]）","A2867","2018-11-07 12:23:03","A2867","2018-11-07 12:23:03","1","0"
"3","2018-11-07 12:30:46","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[2]）","A2867","2018-11-07 12:30:46","A2867","2018-11-07 12:30:46","1","0"
"4","2018-11-07 12:33:06","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[1]）","A2867","2018-11-07 12:33:06","A2867","2018-11-07 12:33:06","1","0"
"5","2018-11-07 12:33:50","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[2]）","A2867","2018-11-07 12:33:50","A2867","2018-11-07 12:33:50","1","0"
"6","2018-11-07 12:34:03","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[3]）","A2867","2018-11-07 12:34:03","A2867","2018-11-07 12:34:03","1","0"
"7","2018-11-07 12:34:50","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[4]）","A2867","2018-11-07 12:34:50","A2867","2018-11-07 12:34:50","1","0"
"8","2018-11-07 12:35:02","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[5]）","A2867","2018-11-07 12:35:02","A2867","2018-11-07 12:35:02","1","0"
"9","2018-11-07 12:35:10","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[6]）","A2867","2018-11-07 12:35:10","A2867","2018-11-07 12:35:10","1","0"
"10","2018-11-07 12:35:21","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[7]）","A2867","2018-11-07 12:35:21","A2867","2018-11-07 12:35:21","1","0"
