"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A1589","2019-03-22 10:22:45","A1589","2019-11-20 12:06:12","5"
"2","2","1","A1589","2019-03-22 10:22:52","A1589","2019-11-20 12:06:29","4"
"3","3","1","A1589","2019-03-22 10:22:59","A1589","2019-11-20 12:06:43","3"
"4","4","1","A1589","2019-03-22 10:23:06","A1589","2019-11-20 12:06:58","3"
"5","5","1","A1589","2019-03-22 10:23:13","A1589","2019-11-20 12:07:13","3"
"6","6","1","A1589","2019-03-22 10:22:34","A1589","2019-11-20 12:07:28","5"
"7","7","1","B89097","2019-03-22 10:22:24","B89097",\N,"1"
"8","9","1","A3271","2019-10-30 11:28:31","A3271","2019-11-28 11:16:15","8"
"9","9","2","A3271","2019-10-30 11:28:33","A3271","2019-11-28 11:16:29","7"
"10","9","3","A3271","2019-10-30 11:28:34","A3271","2019-12-03 17:17:35","5"
"11","10","1","A3271","2019-10-30 11:29:20","A3271","2019-11-28 11:17:03","3"
"12","10","2","A3271","2019-10-30 11:29:21","A3271","2019-11-28 11:17:29","3"
"13","10","3","A3271","2019-10-30 11:29:23","A3271","2019-12-03 17:17:53","3"
