"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"267","2018-09-03 11:51:50","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-03 11:51:50","BA004","2019-09-04 03:10:16","2","1"
"268","2018-09-03 11:53:57","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-09-03 11:53:57","BA004","2019-09-04 03:10:16","2","1"
"269","2018-09-03 11:55:42","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-09-03 11:55:42","BA004","2019-09-04 03:10:16","2","1"
"270","2018-09-04 09:18:47","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-04 09:18:47","BA004","2019-09-05 03:10:18","2","1"
"271","2018-09-07 13:45:14","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-07 13:45:14","BA004","2019-09-08 03:10:17","2","1"
"272","2018-09-07 13:47:18","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-09-07 13:47:18","BA004","2019-09-08 03:10:17","2","1"
"273","2018-09-07 13:54:06","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-09-07 13:54:06","BA004","2019-09-08 03:10:17","2","1"
"274","2018-09-10 11:06:20","s6946772","医療法人　大和英寿会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","A2062","2018-09-10 11:06:20","BA004","2019-09-11 03:10:19","2","1"
"275","2018-09-10 11:20:35","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","顧客登録","登録","顧客を新規登録しました。（顧客ID：[24]）","A2062","2018-09-10 11:20:35","BA004","2019-09-11 03:10:19","2","1"
"276","2018-09-10 11:24:31","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","A2062","2018-09-10 11:24:31","BA004","2019-09-11 03:10:19","2","1"
"277","2018-09-10 11:26:21","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","顧客検索及び新規受付登録","受付","受付を登録しました。（受付者名：[赤松 直美]、受付番号：[1]、帯名：[帯1]、受付開始時間：[2018/10/09 00:00]）","A2062","2018-09-10 11:26:21","BA004","2019-09-11 03:10:19","2","1"
"278","2018-09-10 13:10:11","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-10 13:10:11","BA004","2019-09-11 03:10:19","2","1"
"279","2018-09-10 13:22:03","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-10 13:22:03","BA004","2019-09-11 03:10:19","2","1"
"280","2018-09-10 13:23:50","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","受付一覧","完了","受付ステータスを完了に変更しました。（受付者名：[豊田 英介]、受付番号：[1]、帯名：[帯1]、受付開始時間：[2018/08/30 00:00]）","B74986","2018-09-10 13:23:50","BA004","2019-09-11 03:10:19","2","1"
"281","2018-09-10 14:56:15","s6946772","医療法人　大和英寿会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","A2062","2018-09-10 14:56:15","BA004","2019-09-11 03:10:19","2","1"
"282","2018-09-10 14:59:42","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","顧客登録","登録","顧客を新規登録しました。（顧客ID：[25]）","A2062","2018-09-10 14:59:42","BA004","2019-09-11 03:10:19","2","1"
"283","2018-09-10 15:02:30","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","顧客検索及び新規受付登録","受付","受付を登録しました。（受付者名：[村上 哲也]、受付番号：[1]、帯名：[帯1]、受付開始時間：[2018/10/27 00:00]）","A2062","2018-09-10 15:02:30","BA004","2019-09-11 03:10:19","2","1"
"284","2018-09-11 14:10:12","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-11 14:10:12","BA004","2019-09-12 03:10:16","2","1"
"285","2018-09-11 14:17:34","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-09-11 14:17:34","BA004","2019-09-12 03:10:16","2","1"
"286","2018-09-11 14:20:31","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-09-11 14:20:31","BA004","2019-09-12 03:10:16","2","1"
"287","2018-09-11 14:20:54","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-09-11 14:20:54","BA004","2019-09-12 03:10:16","2","1"
"288","2018-09-11 16:43:06","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-11 16:43:06","BA004","2019-09-12 03:10:16","2","1"
"289","2018-09-11 16:46:58","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-09-11 16:46:58","BA004","2019-09-12 03:10:16","2","1"
"290","2018-09-11 16:47:33","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","顧客検索及び新規受付登録","受付","受付を登録しました。（受付者名：[藤井 麻衣]、受付番号：[1]、帯名：[帯1]）","B74986","2018-09-11 16:47:33","BA004","2019-09-12 03:10:16","2","1"
"291","2018-09-11 16:47:53","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","受付詳細","変更","受付を変更しました。（受付者名：[藤井 麻衣]、受付番号：[1]、帯名：[帯1]、受付開始時間：[2018/10/04 00:00]）","B74986","2018-09-11 16:47:53","BA004","2019-09-12 03:10:16","2","1"
"292","2018-09-19 09:28:23","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-19 09:28:23","BA004","2019-09-20 03:10:19","2","1"
"293","2018-09-19 09:30:26","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-09-19 09:30:26","BA004","2019-09-20 03:10:19","2","1"
"294","2018-09-19 13:05:57","s6946772","医療法人　大和英寿会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","A2064","2018-09-19 13:05:57","BA004","2019-09-20 03:10:19","2","1"
"295","2018-09-19 14:23:31","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-19 14:23:31","BA004","2019-09-20 03:10:19","2","1"
"296","2018-09-22 13:16:22","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-22 13:16:22","BA004","2019-09-23 03:10:16","2","1"
"297","2018-09-22 13:18:48","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-09-22 13:18:48","BA004","2019-09-23 03:10:16","2","1"
"298","2018-09-22 13:22:09","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-09-22 13:22:09","BA004","2019-09-23 03:10:16","2","1"
"299","2018-09-25 21:45:23","s6946772","医療法人　大和英寿会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","A2062","2018-09-25 21:45:23","BA004","2019-09-26 03:10:19","2","1"
"300","2018-09-25 21:45:42","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","受付一覧","完了","受付ステータスを完了に変更しました。（受付者名：[長谷川 恵美]、受付番号：[1]、帯名：[帯1]、受付開始時間：[2018/09/11 00:00]）","A2062","2018-09-25 21:45:42","BA004","2019-09-26 03:10:19","2","1"
"301","2018-09-28 19:27:35","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-28 19:27:35","BA004","2019-09-29 03:10:19","2","1"
"302","2018-09-28 19:31:41","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-09-28 19:31:41","BA004","2019-09-29 03:10:19","2","1"
"303","2018-09-28 19:35:51","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-09-28 19:35:51","BA004","2019-09-29 03:10:19","2","1"
"304","2018-09-28 19:38:49","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[4]）","B74986","2018-09-28 19:38:49","BA004","2019-09-29 03:10:19","2","1"
"305","2018-09-28 19:41:28","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[4]）","B74986","2018-09-28 19:41:28","BA004","2019-09-29 03:10:19","2","1"
"306","2018-09-29 13:11:13","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-09-29 13:11:13","BA004","2019-09-30 03:10:20","2","1"
"307","2018-09-29 13:47:31","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","受付一覧","受付確定","受付ステータスを受付確定に変更しました。（受付者名：[水谷 優一]、受付番号：[1]、帯名：[帯1]、受付開始時間：[2018/10/06 00:00]）","B74986","2018-09-29 13:47:31","BA004","2019-09-30 03:10:20","2","1"
"308","2018-10-05 16:39:05","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-10-05 16:39:05","BA004","2019-10-06 03:10:43","2","1"
"309","2018-10-05 16:40:27","s6946772","医療法人　大和英寿会","114.172.3.169","パスワード変更","パスワード変更","変更","ユーザー名[医療法人　大和英寿会]がパスワードを変更しました。","B74986","2018-10-05 16:40:27","BA004","2019-10-06 03:10:43","2","1"
"310","2018-10-05 16:47:16","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-10-05 16:47:16","BA004","2019-10-06 03:10:43","2","1"
"311","2018-10-05 16:51:31","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-10-05 16:51:31","BA004","2019-10-06 03:10:43","2","1"
"312","2018-10-05 16:57:33","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[4]）","B74986","2018-10-05 16:57:33","BA004","2019-10-06 03:10:43","2","1"
"313","2018-10-10 10:56:37","s6946772","医療法人　大和英寿会","114.172.3.169","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-10-10 10:56:37","BA004","2019-10-11 03:10:42","2","1"
"314","2018-10-10 10:58:13","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-10-10 10:58:13","BA004","2019-10-11 03:10:42","2","1"
"315","2018-10-10 10:59:30","s6946772","医療法人　大和英寿会","114.172.3.169","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-10-10 10:59:30","BA004","2019-10-11 03:10:42","2","1"
"316","2018-10-12 13:04:53","s6946772","医療法人　大和英寿会","114.172.94.218","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-10-12 13:04:53","BA004","2019-10-13 03:10:43","2","1"
"317","2018-10-15 12:21:01","s6946772","医療法人　大和英寿会","114.172.94.218","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-10-15 12:21:01","BA004","2019-10-16 03:10:42","2","1"
"318","2018-10-15 13:05:57","s6946772","医療法人　大和英寿会","114.172.94.218","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-10-15 13:05:57","BA004","2019-10-16 03:10:42","2","1"
"319","2018-10-15 13:06:25","s6946772","医療法人　大和英寿会","114.172.94.218","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-10-15 13:06:25","BA004","2019-10-16 03:10:42","2","1"
"320","2018-10-22 09:10:12","s6946772","医療法人　大和英寿会","114.172.94.218","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-10-22 09:10:12","BA004","2019-10-23 03:10:44","2","1"
"321","2018-10-22 13:24:16","s6946772","医療法人　大和英寿会","114.172.94.218","ログイン","ログイン","ログイン","ユーザー名[医療法人　大和英寿会]がログインしました。","B74986","2018-10-22 13:24:16","BA004","2019-10-23 03:10:44","2","1"
"322","2018-10-22 13:25:35","s6946772","医療法人　大和英寿会","114.172.94.218","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","B74986","2018-10-22 13:25:35","BA004","2019-10-23 03:10:44","2","1"
"323","2018-10-22 13:27:32","s6946772","医療法人　大和英寿会","114.172.94.218","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-10-22 13:27:32","BA004","2019-10-23 03:10:44","2","1"
"324","2018-10-22 13:29:02","s6946772","医療法人　大和英寿会","114.172.94.218","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","B74986","2018-10-22 13:29:02","BA004","2019-10-23 03:10:44","2","1"
