"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"20786","1","3","A3220","2019-09-02 13:36:43","A3220","2019-09-30 19:26:08","2"
"20787","1","5","A3220","2019-09-02 13:36:46","A3220","2019-09-30 19:26:22","2"
"21567","1","1","A3220","2019-09-02 13:36:39","A3220","2019-09-30 19:26:38","2"
"21568","1","4","A3220","2019-09-02 13:36:44","A3220","2019-09-30 19:27:05","2"
"21569","1","6","A3220","2019-09-02 13:36:48","A3220","2019-09-30 19:27:21","2"
"21570","1","2","A3220","2019-09-02 13:36:41","A3220","2019-09-30 19:27:33","2"
"21571","2","1","A2064","2017-11-17 15:31:57","A2064",\N,"1"
"21572","3","1","A3220","2019-09-02 13:37:14","A3220","2019-09-30 19:25:07","2"
"21573","3","2","A3220","2019-09-02 13:37:16","A3220","2019-09-30 19:25:17","2"
"21574","3","3","A3220","2019-09-02 13:37:17","A3220","2019-09-30 19:25:26","3"
"21575","3","4","A3220","2019-09-02 13:37:19","A3220","2019-09-30 19:25:35","2"
"21576","3","5","A3220","2019-09-02 13:37:20","A3220","2019-09-30 19:25:44","2"
"21577","3","6","A3220","2019-09-02 13:37:22","A3220","2019-09-30 19:25:51","2"
