"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"2","2018-10-23 14:55:25","x4119729","医療法人社団　松弘会","221.117.118.154","ログイン","ログイン","ログイン","ユーザー名[医療法人社団　松弘会]がログインしました。","A2867","2018-10-23 14:55:25","BA004","2019-10-24 03:10:44","2","1"
"3","2018-10-23 15:02:59","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[1]）","A2867","2018-10-23 15:02:59","BA004","2019-10-24 03:10:44","2","1"
"4","2018-10-23 15:07:21","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[2]）","A2867","2018-10-23 15:07:21","BA004","2019-10-24 03:10:44","2","1"
"5","2018-10-23 15:09:42","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[3]）","A2867","2018-10-23 15:09:42","BA004","2019-10-24 03:10:44","2","1"
"6","2018-10-23 15:18:38","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[4]）","A2867","2018-10-23 15:18:38","BA004","2019-10-24 03:10:44","2","1"
"7","2018-10-23 15:19:28","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","休日設定","保存","休日設定を保存しました。","A2867","2018-10-23 15:19:28","BA004","2019-10-24 03:10:44","2","1"
"8","2018-10-23 15:20:14","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[1]）","A2867","2018-10-23 15:20:14","BA004","2019-10-24 03:10:44","2","1"
"9","2018-10-23 15:20:31","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","A2867","2018-10-23 15:20:31","BA004","2019-10-24 03:10:44","2","1"
"10","2018-10-23 15:21:07","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[2]）","A2867","2018-10-23 15:21:07","BA004","2019-10-24 03:10:44","2","1"
"11","2018-10-23 15:21:21","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","A2867","2018-10-23 15:21:21","BA004","2019-10-24 03:10:44","2","1"
"12","2018-10-23 15:21:45","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[3]）","A2867","2018-10-23 15:21:45","BA004","2019-10-24 03:10:44","2","1"
