"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"1","2019-03-14 11:23:54","s7832921","学校法人　埼玉医科大学　埼玉医科大学病院","221.117.118.154","ログイン","ログイン","ログイン","ユーザー名[学校法人　埼玉医科大学　埼玉医科大学病院]がログインしました。","A2867","2019-03-14 11:23:54","A2867","2019-03-14 11:23:54","1","0"
"2","2019-03-14 11:53:39","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[1]）","A2867","2019-03-14 11:53:39","A2867","2019-03-14 11:53:39","1","0"
"3","2019-03-14 12:18:08","s7832921","学校法人　埼玉医科大学　埼玉医科大学病院","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[学校法人　埼玉医科大学　埼玉医科大学病院]がログインしました。","A2636","2019-03-14 12:18:08","A2636","2019-03-14 12:18:08","1","0"
"4","2019-03-14 13:10:52","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[2]）","A2867","2019-03-14 13:10:52","A2867","2019-03-14 13:10:52","1","0"
"5","2019-03-14 13:21:45","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[3]）","A2867","2019-03-14 13:21:45","A2867","2019-03-14 13:21:45","1","0"
"6","2019-03-14 13:35:04","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[4]）","A2867","2019-03-14 13:35:04","A2867","2019-03-14 13:35:04","1","0"
"7","2019-03-14 13:46:21","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[5]）","A2867","2019-03-14 13:46:21","A2867","2019-03-14 13:46:21","1","0"
"8","2019-03-14 14:01:17","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[6]）","A2867","2019-03-14 14:01:17","A2867","2019-03-14 14:01:17","1","0"
"9","2019-03-14 14:02:35","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[1]）","A2867","2019-03-14 14:02:35","A2867","2019-03-14 14:02:35","1","0"
"10","2019-03-14 14:03:11","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:03:11","A2867","2019-03-14 14:03:11","1","0"
"11","2019-03-14 14:04:40","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[2]）","A2867","2019-03-14 14:04:40","A2867","2019-03-14 14:04:40","1","0"
"12","2019-03-14 14:05:04","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:05:04","A2867","2019-03-14 14:05:04","1","0"
"13","2019-03-14 14:06:44","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[3]）","A2867","2019-03-14 14:06:44","A2867","2019-03-14 14:06:44","1","0"
"14","2019-03-14 14:07:04","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:07:04","A2867","2019-03-14 14:07:04","1","0"
"15","2019-03-14 14:07:20","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[4]）","A2867","2019-03-14 14:07:20","A2867","2019-03-14 14:07:20","1","0"
"16","2019-03-14 14:07:42","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:07:42","A2867","2019-03-14 14:07:42","1","0"
"17","2019-03-14 14:09:56","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[5]）","A2867","2019-03-14 14:09:56","A2867","2019-03-14 14:09:56","1","0"
"18","2019-03-14 14:10:28","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:10:28","A2867","2019-03-14 14:10:28","1","0"
"19","2019-03-14 14:11:41","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[6]）","A2867","2019-03-14 14:11:41","A2867","2019-03-14 14:11:41","1","0"
"20","2019-03-14 14:12:06","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:12:06","A2867","2019-03-14 14:12:06","1","0"
"21","2019-03-14 14:12:27","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[7]）","A2867","2019-03-14 14:12:27","A2867","2019-03-14 14:12:27","1","0"
"22","2019-03-14 14:12:53","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:12:53","A2867","2019-03-14 14:12:53","1","0"
"23","2019-03-14 14:13:19","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[8]）","A2867","2019-03-14 14:13:19","A2867","2019-03-14 14:13:19","1","0"
"24","2019-03-14 14:13:39","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:13:39","A2867","2019-03-14 14:13:39","1","0"
"25","2019-03-14 14:14:11","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[9]）","A2867","2019-03-14 14:14:11","A2867","2019-03-14 14:14:11","1","0"
"26","2019-03-14 14:14:32","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:14:32","A2867","2019-03-14 14:14:32","1","0"
"27","2019-03-14 14:15:37","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[10]）","A2867","2019-03-14 14:15:37","A2867","2019-03-14 14:15:37","1","0"
"28","2019-03-14 14:16:00","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:16:00","A2867","2019-03-14 14:16:00","1","0"
"29","2019-03-14 14:17:07","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[11]）","A2867","2019-03-14 14:17:07","A2867","2019-03-14 14:17:07","1","0"
"30","2019-03-14 14:17:33","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:17:33","A2867","2019-03-14 14:17:33","1","0"
"31","2019-03-14 14:18:55","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[12]）","A2867","2019-03-14 14:18:55","A2867","2019-03-14 14:18:55","1","0"
"32","2019-03-14 14:19:21","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:19:21","A2867","2019-03-14 14:19:21","1","0"
"33","2019-03-14 14:19:48","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[13]）","A2867","2019-03-14 14:19:48","A2867","2019-03-14 14:19:48","1","0"
"34","2019-03-14 14:20:25","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:20:25","A2867","2019-03-14 14:20:25","1","0"
"35","2019-03-14 14:20:48","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[14]）","A2867","2019-03-14 14:20:48","A2867","2019-03-14 14:20:48","1","0"
"36","2019-03-14 14:21:17","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:21:17","A2867","2019-03-14 14:21:17","1","0"
"37","2019-03-14 14:21:35","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[15]）","A2867","2019-03-14 14:21:35","A2867","2019-03-14 14:21:35","1","0"
"38","2019-03-14 14:21:58","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-03-14 14:21:58","A2867","2019-03-14 14:21:58","1","0"
"39","2019-03-14 14:23:11","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","休日設定","保存","休日設定を保存しました。","A2867","2019-03-14 14:23:12","A2867","2019-03-14 14:23:12","1","0"
"40","2019-03-14 14:23:35","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[1]）","A2867","2019-03-14 14:23:35","A2867","2019-03-14 14:23:35","1","0"
"41","2019-03-14 14:27:53","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[1]）","A2867","2019-03-14 14:27:53","A2867","2019-03-14 14:27:53","1","0"
"42","2019-03-14 14:29:13","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[2]）","A2867","2019-03-14 14:29:13","A2867","2019-03-14 14:29:13","1","0"
"43","2019-03-14 14:30:16","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[3]）","A2867","2019-03-14 14:30:16","A2867","2019-03-14 14:30:16","1","0"
"44","2019-03-14 14:31:19","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[4]）","A2867","2019-03-14 14:31:19","A2867","2019-03-14 14:31:19","1","0"
"45","2019-03-14 14:32:22","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[5]）","A2867","2019-03-14 14:32:22","A2867","2019-03-14 14:32:22","1","0"
"46","2019-03-14 14:33:27","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[6]）","A2867","2019-03-14 14:33:27","A2867","2019-03-14 14:33:27","1","0"
"47","2019-03-14 14:34:53","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[1]）","A2867","2019-03-14 14:34:53","A2867","2019-03-14 14:34:53","1","0"
"48","2019-03-14 14:35:28","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[2]）","A2867","2019-03-14 14:35:28","A2867","2019-03-14 14:35:28","1","0"
"49","2019-03-14 14:35:56","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[2]）","A2867","2019-03-14 14:35:56","A2867","2019-03-14 14:35:56","1","0"
"50","2019-03-14 14:36:17","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[3]）","A2867","2019-03-14 14:36:17","A2867","2019-03-14 14:36:17","1","0"
"51","2019-03-14 14:36:44","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[3]）","A2867","2019-03-14 14:36:44","A2867","2019-03-14 14:36:44","1","0"
"52","2019-03-14 14:37:05","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[4]）","A2867","2019-03-14 14:37:05","A2867","2019-03-14 14:37:05","1","0"
"53","2019-03-14 14:37:57","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[4]）","A2867","2019-03-14 14:37:57","A2867","2019-03-14 14:37:57","1","0"
"54","2019-03-14 14:38:21","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[5]）","A2867","2019-03-14 14:38:21","A2867","2019-03-14 14:38:21","1","0"
"55","2019-03-14 14:38:41","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[5]）","A2867","2019-03-14 14:38:41","A2867","2019-03-14 14:38:41","1","0"
"56","2019-03-14 14:39:04","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[6]）","A2867","2019-03-14 14:39:04","A2867","2019-03-14 14:39:04","1","0"
"57","2019-03-14 14:39:28","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","診療時間の設定","設定を保存","診療時間設定を保存しました。（カレンダーID：[6]）","A2867","2019-03-14 14:39:28","A2867","2019-03-14 14:39:28","1","0"
"58","2019-03-14 14:47:58","s7832921","学校法人　埼玉医科大学　埼玉医科大学病院","221.117.118.154","ログイン","ログイン","ログイン","ユーザー名[学校法人　埼玉医科大学　埼玉医科大学病院]がログインしました。","A2867","2019-03-14 14:47:58","A2867","2019-03-14 14:47:58","1","0"
"59","2019-03-14 15:08:29","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[1]）","A2867","2019-03-14 15:08:29","A2867","2019-03-14 15:08:29","1","0"
