"LINE_ID","SHIFT_CALENDAR_ID","SHIFT_ID","REPETITION_TP","REPETITION_DATA","SETTING_NAME","TIMEZONE_PATTERN_ID","DISPLAY_TEXT","BACKGROUND_COLOR","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2062","2017-08-22 09:56:25","A2062","2017-08-22 09:56:25","1"
"1","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2062","2017-08-22 09:56:25","A2062","2017-08-22 09:56:25","1"
"1","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2062","2017-08-22 09:56:25","A2062","2017-08-22 09:56:25","1"
"1","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2062","2017-08-22 09:56:25","A2062","2017-08-22 09:56:25","1"
"1","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2062","2017-08-22 09:56:25","A2062","2017-08-22 09:56:25","1"
"1","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2062","2017-08-22 09:56:25","A2062","2017-08-22 09:56:25","1"
"1","2","1","2","9_1","繰り返し設定1","2","","FFFFFF","A1589","2017-11-17 11:38:27","A1589","2017-11-17 11:38:27","1"
"1","2","1","2","9_2","繰り返し設定1","2","","FFFFFF","A1589","2017-11-17 11:38:27","A1589","2017-11-17 11:38:27","1"
"1","2","1","2","9_3","繰り返し設定1","2","","FFFFFF","A1589","2017-11-17 11:38:27","A1589","2017-11-17 11:38:27","1"
"1","2","1","2","9_4","繰り返し設定1","2","","FFFFFF","A1589","2017-11-17 11:38:27","A1589","2017-11-17 11:38:27","1"
"1","2","1","2","9_5","繰り返し設定1","2","","FFFFFF","A1589","2017-11-17 11:38:27","A1589","2017-11-17 11:38:27","1"
"1","2","1","2","9_6","繰り返し設定1","2","","FFFFFF","A1589","2017-11-17 11:38:27","A1589","2017-11-17 11:38:27","1"
"2","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2064","2017-11-15 17:02:29","A2064","2017-11-15 17:02:29","1"
"2","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2064","2017-11-15 17:02:29","A2064","2017-11-15 17:02:29","1"
"2","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2064","2017-11-15 17:02:29","A2064","2017-11-15 17:02:29","1"
"2","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2064","2017-11-15 17:02:29","A2064","2017-11-15 17:02:29","1"
"2","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2064","2017-11-15 17:02:29","A2064","2017-11-15 17:02:29","1"
