"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3212","2018-09-13 12:36:50","A3212","2019-09-24 19:32:24","3"
"2","2","1","A3220","2019-05-24 09:29:48","A3220","2019-10-04 10:30:15","4"
"3","3","1","A3220","2018-01-15 10:46:31","A3220","2019-10-04 10:31:43","9"
"4","4","1","A3220","2018-01-18 15:03:26","A3220","2019-10-04 10:27:59","7"
"5","4","2","A3220","2018-01-18 15:03:26","A3220","2019-10-04 10:28:33","8"
"6","4","3","A3220","2018-01-18 15:03:26","A3220","2019-10-04 10:35:08","10"
"7","4","4","A3220","2018-01-18 15:03:26","A3220","2019-10-04 10:36:53","8"
"8","5","1","A2062","2018-01-18 15:04:27","A2062",\N,"1"
"9","3","0","A2636","2018-08-17 16:14:09","A2636","2019-07-22 14:26:28","3"
"10","6","2","A3220","2018-09-13 12:37:15","A3220","2019-10-04 10:27:27","5"
"11","7","1","A3220","2018-09-13 12:37:57","A3220","2019-10-04 10:25:03","5"
"12","6","1","A3220","2018-09-13 12:37:13","A3220","2019-10-04 10:26:01","8"
"13","8","1","A2636","2019-05-24 09:26:19","A2636","2019-05-24 09:40:08","3"
"14","9","1","A2636","2019-05-24 09:26:55","A2636","2019-05-24 09:40:53","3"
"15","10","1","A2636","2019-05-24 09:34:35","A2636","2019-05-24 09:41:56","3"
"16","13","1","A2636","2019-05-24 09:34:46","A2636","2019-05-24 09:42:44","3"
"17","11","1","A2636","2019-05-24 09:33:06","A2636","2019-05-24 09:43:20","3"
"18","12","1","A2636","2019-05-24 09:33:14","A2636","2019-05-24 09:44:17","3"
"19","14","1","A2636","2019-05-24 09:35:46","A2636","2019-05-24 09:45:03","3"
"20","15","1","A2636","2019-05-24 09:37:40","A2636","2019-05-24 09:45:40","3"
