"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","人間ドック（胃部X線検査＋腹部CT＋骨密度検査）※増税後価格","人間ドック（胃部X線検査＋腹部CT＋骨密度検査）※増税後価格","1","0","0","0","0",\N,"30","6000","13","A2867","2019-04-19 15:11:28","A3219","2019-10-07 13:19:37","0","15"
"2","6","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2019-04-19 18:39:22","A3212","2019-09-26 20:14:26","0","4"
"3","8","【2019年9月30日まで】人間ドック（胃カメラ）","【2019年9月30日まで】人間ドック（胃カメラ）","0","0","0","0","0",\N,"30","6000","6","A2636","2019-07-23 16:14:14","A3212","2019-09-26 20:26:22","0","13"
"4","9","【2019年9月30日まで】生活習慣病健診","【2019年9月30日まで】生活習慣病健診","0","0","0","0","0",\N,"30","6000","6","A2636","2019-07-23 16:23:33","A3212","2019-09-26 20:26:22","0","14"
"5","10","【2019年9月30日まで】定期健康診断（血液検査あり）","【2019年9月30日まで】定期健康診断（血液検査あり）","0","0","0","0","0",\N,"30","6000","6","A2636","2019-07-23 16:36:38","A3212","2019-09-26 20:26:22","0","12"
"6","11","【2019年9月30日まで】定期健康診断（血液検査なし）","【2019年9月30日まで】定期健康診断（血液検査なし）","0","0","0","0","0",\N,"30","6000","6","A2636","2019-07-23 16:50:23","A3212","2019-09-26 20:26:22","0","10"
"7","7","【2019年9月30日まで】人間ドック（腹部CT＋骨密度検査）","【2019年9月30日まで】人間ドック（腹部CT＋骨密度検査）","0","0","0","0","0",\N,"30","6000","13","A3211","2019-08-06 12:45:22","A3212","2019-09-26 20:26:22","0","5"
"8","2","人間ドック（胃カメラ）※増税後価格","人間ドック（胃カメラ）※増税後価格","1","0","0","0","0",\N,"30","6000","6","A3211","2019-08-06 12:49:30","B92560","2019-10-01 18:10:04","0","4"
"9","3","生活習慣病健診※増税後価格","生活習慣病健診※増税後価格","1","0","0","0","0",\N,"30","6000","6","A3211","2019-08-06 12:50:05","A3212","2019-09-26 20:33:58","0","3"
"10","4","定期健康診断（血液検査あり）※増税後価格","定期健康診断（血液検査あり）※増税後価格","1","0","0","0","0",\N,"30","6000","6","A3211","2019-08-06 12:50:23","B92560","2019-10-01 18:05:24","0","5"
"11","5","定期健康診断（血液検査なし）※増税後価格","定期健康診断（血液検査なし）※増税後価格","1","0","0","0","0",\N,"30","6000","6","A3211","2019-08-06 12:51:03","A3212","2019-09-26 20:34:58","0","3"
