"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"86","2018-09-19 17:33:24","x2352499","医療法人社団　徳静会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人社団　徳静会]がログインしました。","A2062","2018-09-19 17:33:24","BA004","2019-09-20 03:10:09","2","1"
"87","2018-09-19 17:34:06","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","顧客検索及び新規受付登録","受付","受付を登録しました。（受付者名：[渡辺 大基]、受付番号：[1]、帯名：[帯1]）","A2062","2018-09-19 17:34:06","BA004","2019-09-20 03:10:09","2","1"
"88","2018-09-19 17:44:40","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","基本設定","保存","基本設定を保存しました。","A2062","2018-09-19 17:44:40","BA004","2019-09-20 03:10:09","2","1"
"89","2018-09-19 17:47:15","OEM10140417-toyooka","toyooka","118.238.205.212","受付管理","基本設定","保存","基本設定を保存しました。","A2062","2018-09-19 17:47:15","BA004","2019-09-20 03:10:09","2","1"
"90","2018-09-28 18:17:47","x2352499","医療法人社団　徳静会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人社団　徳静会]がログインしました。","A2064","2018-09-28 18:17:47","BA004","2019-09-29 03:10:09","2","1"
"91","2018-10-02 11:35:01","x2352499","医療法人社団　徳静会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人社団　徳静会]がログインしました。","A2062","2018-10-02 11:35:01","BA004","2019-10-03 03:10:09","2","1"
"92","2018-10-22 16:58:10","x2352499","医療法人社団　徳静会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人社団　徳静会]がログインしました。","A2064","2018-10-22 16:58:10","BA004","2019-10-23 03:10:09","2","1"
"93","2018-10-29 13:27:12","x2352499","医療法人社団　徳静会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人社団　徳静会]がログインしました。","A2064","2018-10-29 13:27:12","BA004","2019-10-30 03:10:09","2","1"
"94","2018-10-29 13:28:29","OEM10140417-miura","miura","118.238.205.212","受付管理","受付一覧","キャンセル","受付をキャンセルしました。（受付者名：[桑野 由佳]、受付番号：[1]、帯名：[帯1]、受付開始時間：[2018/10/10 00:00]）","A2064","2018-10-29 13:28:29","BA004","2019-10-30 03:10:09","2","1"
"95","2018-10-29 13:28:31","OEM10140417-miura","miura","118.238.205.212","受付管理","受付一覧","完了","受付ステータスを完了に変更しました。（受付者名：[渡辺 大基]、受付番号：[1]、帯名：[帯1]、受付開始時間：[2018/10/02 00:00]）","A2064","2018-10-29 13:28:31","BA004","2019-10-30 03:10:09","2","1"
