"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"1","2018-08-09 22:05:23","s6297659","株式会社みほん（テスト005）","221.186.148.128","ログイン","ログイン","ログイン","ユーザー名[株式会社みほん（テスト005）]がログインしました。","B7399","2018-08-09 22:05:23","BA004","2019-08-10 03:10:07","2","1"
"2","2018-08-13 15:43:01","s6297659","株式会社みほん（テスト005）","58.1.242.232","ログイン","ログイン","ログイン","ユーザー名[株式会社みほん（テスト005）]がログインしました。","B7399","2018-08-13 15:43:02","BA004","2019-08-14 03:10:10","2","1"
"3","2018-08-13 15:47:22","s6297659","株式会社みほん（テスト005）","58.1.242.232","ログイン","ログイン","ログイン","ユーザー名[株式会社みほん（テスト005）]がログインしました。","B7399","2018-08-13 15:47:22","BA004","2019-08-14 03:10:10","2","1"
"4","2018-08-13 15:55:59","s6297659","株式会社みほん（テスト005）","58.1.242.232","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[1]）","B7399","2018-08-13 15:55:59","BA004","2019-08-14 03:10:10","2","1"
"5","2018-08-13 15:57:13","s6297659","株式会社みほん（テスト005）","58.1.242.232","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[2]）","B7399","2018-08-13 15:57:13","BA004","2019-08-14 03:10:10","2","1"
"6","2018-08-13 15:58:15","s6297659","株式会社みほん（テスト005）","58.1.242.232","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[3]）","B7399","2018-08-13 15:58:15","BA004","2019-08-14 03:10:10","2","1"
"7","2018-08-13 16:40:06","s6297659","株式会社みほん（テスト005）","58.1.242.232","ログイン","ログイン","ログイン","ユーザー名[株式会社みほん（テスト005）]がログインしました。","B7399","2018-08-13 16:40:06","BA004","2019-08-14 03:10:10","2","1"
"8","2018-08-13 16:40:39","s6297659","株式会社みほん（テスト005）","58.1.242.232","ログイン","ログイン","ログイン","ユーザー名[株式会社みほん（テスト005）]がログインしました。","B7399","2018-08-13 16:40:39","BA004","2019-08-14 03:10:10","2","1"
"9","2018-08-13 18:09:56","s6297659","株式会社みほん（テスト005）","58.1.242.232","ログイン","ログイン","ログイン","ユーザー名[株式会社みほん（テスト005）]がログインしました。","B7399","2018-08-13 18:09:56","BA004","2019-08-14 03:10:10","2","1"
"10","2018-08-14 10:53:00","s6297659","株式会社みほん（テスト005）","58.1.242.232","ログイン","ログイン","ログイン","ユーザー名[株式会社みほん（テスト005）]がログインしました。","B7399","2018-08-14 10:53:00","BA004","2019-08-15 03:10:05","2","1"
