"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"1","2019-04-11 14:50:45","m0890969","公益財団法人　栃木県保健衛生事業団","221.117.118.154","ログイン","ログイン","ログイン","ユーザー名[公益財団法人　栃木県保健衛生事業団]がログインしました。","A2867","2019-04-11 14:50:45","A2867","2019-04-11 14:50:45","1","0"
"2","2019-04-11 15:11:43","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[1]）","A2867","2019-04-11 15:11:43","A2867","2019-04-11 15:11:43","1","0"
"3","2019-04-11 15:24:34","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[2]）","A2867","2019-04-11 15:24:34","A2867","2019-04-11 15:24:34","1","0"
"4","2019-04-11 15:25:11","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[1]）","A2867","2019-04-11 15:25:11","A2867","2019-04-11 15:25:11","1","0"
"5","2019-04-11 15:25:33","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-04-11 15:25:33","A2867","2019-04-11 15:25:33","1","0"
"6","2019-04-11 15:25:49","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[2]）","A2867","2019-04-11 15:25:49","A2867","2019-04-11 15:25:49","1","0"
"7","2019-04-11 15:26:06","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-04-11 15:26:06","A2867","2019-04-11 15:26:06","1","0"
"8","2019-04-11 15:26:23","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[3]）","A2867","2019-04-11 15:26:23","A2867","2019-04-11 15:26:23","1","0"
"9","2019-04-11 15:26:39","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-04-11 15:26:39","A2867","2019-04-11 15:26:39","1","0"
"10","2019-04-11 15:27:02","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[4]）","A2867","2019-04-11 15:27:02","A2867","2019-04-11 15:27:02","1","0"
"11","2019-04-11 15:27:25","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-04-11 15:27:25","A2867","2019-04-11 15:27:25","1","0"
"12","2019-04-11 15:27:46","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[5]）","A2867","2019-04-11 15:27:46","A2867","2019-04-11 15:27:46","1","0"
"13","2019-04-11 15:28:06","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-04-11 15:28:06","A2867","2019-04-11 15:28:06","1","0"
"14","2019-04-11 15:28:23","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[6]）","A2867","2019-04-11 15:28:23","A2867","2019-04-11 15:28:23","1","0"
"15","2019-04-11 15:28:39","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2019-04-11 15:28:39","A2867","2019-04-11 15:28:39","1","0"
"16","2019-04-11 16:07:45","m0890969","公益財団法人　栃木県保健衛生事業団","221.117.118.154","ログイン","ログイン","ログイン","ユーザー名[公益財団法人　栃木県保健衛生事業団]がログインしました。","A2867","2019-04-11 16:07:45","A2867","2019-04-11 16:07:45","1","0"
"17","2019-04-11 16:22:28","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[1]）","A2867","2019-04-11 16:22:28","A2867","2019-04-11 16:22:28","1","0"
"18","2019-04-11 16:29:12","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[2]）","A2867","2019-04-11 16:29:12","A2867","2019-04-11 16:29:12","1","0"
"19","2019-04-12 09:24:59","m0890969","公益財団法人　栃木県保健衛生事業団","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[公益財団法人　栃木県保健衛生事業団]がログインしました。","A2636","2019-04-12 09:24:59","A2636","2019-04-12 09:24:59","1","0"
"20","2019-04-12 09:26:38","OEM10140417-cs","cs-team","118.238.205.212","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[3]）","A2636","2019-04-12 09:26:38","A2636","2019-04-12 09:26:38","1","0"
"21","2019-04-12 09:32:13","OEM10140417-cs","cs-team","118.238.205.212","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[1]）","A2636","2019-04-12 09:32:13","A2636","2019-04-12 09:32:13","1","0"
"22","2019-04-12 09:34:11","OEM10140417-cs","cs-team","118.238.205.212","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[2]）","A2636","2019-04-12 09:34:11","A2636","2019-04-12 09:34:11","1","0"
"23","2019-04-12 09:41:51","OEM10140417-cs","cs-team","118.238.205.212","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[1]）","A2636","2019-04-12 09:41:51","A2636","2019-04-12 09:41:51","1","0"
"24","2019-04-12 09:42:03","OEM10140417-cs","cs-team","118.238.205.212","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[2]）","A2636","2019-04-12 09:42:03","A2636","2019-04-12 09:42:03","1","0"
"25","2019-04-12 09:42:20","OEM10140417-cs","cs-team","118.238.205.212","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[3]）","A2636","2019-04-12 09:42:20","A2636","2019-04-12 09:42:20","1","0"
"26","2019-04-12 09:43:44","OEM10140417-cs","cs-team","118.238.205.212","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[1]）","A2636","2019-04-12 09:43:44","A2636","2019-04-12 09:43:44","1","0"
"27","2019-04-12 09:43:50","OEM10140417-cs","cs-team","118.238.205.212","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[2]）","A2636","2019-04-12 09:43:50","A2636","2019-04-12 09:43:50","1","0"
