"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"1","2019-06-28 15:19:42","m1351715","丸山　達志","118.21.96.174","ログイン","ログイン","ログイン","ユーザー名[丸山　達志]がログインしました。","A2636","2019-06-28 15:19:42","A2636","2019-06-28 15:19:42","1","0"
"2","2019-06-28 15:24:59","OEM10140417-cs","cs-team","118.21.96.174","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[1]）","A2636","2019-06-28 15:24:59","A2636","2019-06-28 15:24:59","1","0"
"3","2019-06-28 15:44:37","OEM10140417-cs","cs-team","118.21.96.174","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[1]）","A2636","2019-06-28 15:44:37","A2636","2019-06-28 15:44:37","1","0"
"4","2019-06-28 15:44:52","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[1]）","A2636","2019-06-28 15:44:52","A2636","2019-06-28 15:44:52","1","0"
"5","2019-06-28 15:45:47","OEM10140417-cs","cs-team","118.21.96.174","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2636","2019-06-28 15:45:47","A2636","2019-06-28 15:45:47","1","0"
"6","2019-06-28 15:49:05","OEM10140417-cs","cs-team","118.21.96.174","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[2]）","A2636","2019-06-28 15:49:05","A2636","2019-06-28 15:49:05","1","0"
"7","2019-06-28 15:49:44","OEM10140417-cs","cs-team","118.21.96.174","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[3]）","A2636","2019-06-28 15:49:44","A2636","2019-06-28 15:49:44","1","0"
"8","2019-06-28 15:52:25","OEM10140417-cs","cs-team","118.21.96.174","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[1]）","A2636","2019-06-28 15:52:25","A2636","2019-06-28 15:52:25","1","0"
"9","2019-06-28 15:52:39","OEM10140417-cs","cs-team","118.21.96.174","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[2]）","A2636","2019-06-28 15:52:39","A2636","2019-06-28 15:52:39","1","0"
"10","2019-06-28 15:52:50","OEM10140417-cs","cs-team","118.21.96.174","受付管理","検査コース編集","更新","検査コースを更新しました。（検査コースID：[3]）","A2636","2019-06-28 15:52:50","A2636","2019-06-28 15:52:50","1","0"
"11","2019-06-28 15:55:12","OEM10140417-cs","cs-team","118.21.96.174","受付管理","カレンダー登録","登録","カレンダーを登録しました。（カレンダーID：[1]）","A2636","2019-06-28 15:55:12","A2636","2019-06-28 15:55:12","1","0"
