"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","2018-04-06","2018-04-22","A2636","2018-04-06 14:37:03","A2636","2018-04-23 15:23:54","3"
"1","18","2018-04-23",\N,"A2636","2018-04-23 15:23:51","A2636","2018-04-23 15:23:51","1"
"2","1","2018-04-06","2018-04-22","A2636","2018-04-06 14:39:07","A2636","2018-04-23 15:26:32","3"
"2","19","2018-04-23",\N,"A2636","2018-04-23 15:26:46","A2636","2018-04-23 15:26:46","1"
"3","1","2018-04-06","2018-04-22","A2636","2018-04-06 14:41:52","A2636","2018-04-23 15:24:33","3"
"3","18","2018-04-23",\N,"A2636","2018-04-23 15:24:30","A2636","2018-04-23 15:24:30","1"
"4","1","2018-04-06","2018-04-22","A2636","2018-04-06 14:43:47","A2636","2018-04-23 15:25:51","3"
"4","18","2018-04-23",\N,"A2636","2018-04-23 15:25:48","A2636","2018-04-23 15:25:48","1"
"5","1","2018-04-06","2018-04-22","A2636","2018-04-06 14:46:31","A2636","2018-04-23 15:25:12","3"
"5","10","2018-04-23","2019-01-09","A2636","2018-04-23 15:25:10","A2636","2019-01-10 11:22:25","2"
"5","11","2019-01-10","2019-10-03","A2636","2019-01-10 11:22:19","A3220","2019-10-04 10:43:31","2"
"5","12","2019-10-04",\N,"A3220","2019-10-04 10:43:31","A3220","2019-10-04 10:43:31","1"
"6","1","2018-04-23",\N,"A2636","2018-04-23 15:27:21","A2636","2018-04-23 15:27:21","1"
"7","1","2018-04-06","2018-04-22","A2636","2018-04-06 16:09:47","A2636","2018-04-23 15:22:39","3"
"7","18","2018-04-23","2018-04-29","A2636","2018-04-23 15:22:39","A2636","2018-04-23 15:23:19","2"
"7","19","2018-04-30","2018-04-30","A2636","2018-04-23 15:23:19","A2636","2018-04-23 15:23:19","1"
"7","20","2018-05-01","2018-05-02","A2636","2018-04-23 15:23:19","A2636","2018-04-23 15:23:19","2"
"7","21","2018-05-03","2018-05-03","A2636","2018-04-23 15:23:19","A2636","2018-04-23 15:23:19","1"
"7","23","2018-05-04","2018-05-04","A2636","2018-04-23 15:23:19","A2636","2018-04-23 15:23:19","1"
"7","25","2018-05-05","2018-05-05","A2636","2018-04-23 15:23:19","A2636","2018-04-23 15:23:19","1"
"7","26","2018-05-06","2018-07-15","A2636","2018-04-23 15:23:19","A2636","2018-04-23 15:23:19","2"
"7","27","2018-07-16","2018-07-16","A2636","2018-04-23 15:23:19","A2636","2018-04-23 15:23:19","1"
"7","28","2018-07-17","2018-08-10","A2636","2018-04-23 15:23:19","A2636","2018-04-23 15:23:19","2"
