"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","5","A3219","2019-09-12 12:44:58","A3219","2019-09-12 12:52:21","2"
"2","2","6","A3219","2019-09-12 12:44:59","A3219","2019-09-12 12:52:27","2"
"3","6","5","A3219","2019-09-12 12:45:40","A3219","2019-09-12 12:52:33","2"
"4","6","6","A3219","2019-09-12 12:45:42","A3219","2019-09-12 12:52:40","2"
"5","3","1","A3219","2019-06-25 13:22:42","A3219","2019-09-12 12:52:47","3"
"6","3","2","A3219","2019-06-25 13:22:44","A3219","2019-09-12 12:52:57","3"
"7","4","1","A3219","2019-06-25 13:22:50","A3219","2019-09-12 12:53:03","3"
"8","4","2","A3219","2019-06-25 13:22:52","A3219","2019-09-12 12:53:13","3"
"9","5","1","A2636","2018-08-01 17:08:27","A2636",\N,"1"
"10","6","3","A3271","2019-09-12 12:45:37","A3271","2019-11-26 12:04:33","5"
"11","6","1","A3271","2019-09-12 12:45:34","A3271","2019-11-26 12:05:21","6"
"12","6","2","A3271","2019-09-12 12:45:35","A3271","2019-11-26 12:04:56","5"
"13","6","4","A3271","2019-09-12 12:45:39","A3271","2019-11-26 12:05:47","5"
"14","2","3","A3271","2019-09-12 12:44:54","A3271","2019-11-26 12:06:12","5"
"15","2","1","A3271","2019-09-12 12:44:51","A3271","2019-11-26 12:06:41","5"
"16","2","2","A3271","2019-09-12 12:44:53","A3271","2019-11-26 12:07:01","6"
"17","2","4","A3271","2019-09-12 12:44:56","A3271","2019-11-26 12:07:25","6"
