"line_id","date","frame"
2,20200312,2
2,20200313,2
2,20200314,2
2,20200315,0
2,20200316,2
2,20200317,2
2,20200318,2
2,20200319,2
2,20200320,2
2,20200321,2
2,20200322,0
2,20200323,2
2,20200324,2
2,20200325,2
2,20200326,2
2,20200327,2
2,20200328,2
2,20200329,0
2,20200330,2
2,20200331,2
2,20200401,2
2,20200402,2
2,20200403,2
2,20200404,2
2,20200405,0
2,20200406,2
2,20200407,2
2,20200408,2
2,20200409,2
2,20200410,2
2,20200411,2
2,20200412,0
2,20200413,2
2,20200414,2
2,20200415,2
2,20200416,2
2,20200417,2
2,20200418,2
2,20200419,0
2,20200420,2
2,20200421,2
2,20200422,2
2,20200423,2
2,20200424,2
2,20200425,2
2,20200426,0
2,20200427,2
2,20200428,2
2,20200429,2
2,20200430,2
3,20190901,0
3,20190902,2
3,20190903,2
3,20190904,2
3,20190905,2
3,20190906,2
3,20190907,2
3,20190908,0
3,20190909,2
3,20190910,2
3,20190911,2
3,20190912,2
3,20190913,2
3,20190914,2
3,20190915,0
3,20190916,2
3,20190917,2
3,20190918,2
3,20190919,2
3,20190920,2
3,20190921,2
3,20190922,0
3,20190923,2
3,20190924,2
3,20190925,2
3,20190926,2
3,20190927,2
3,20190928,2
3,20190929,0
3,20190930,2
3,20191001,2
3,20191002,2
3,20191003,2
3,20191004,2
3,20191005,2
3,20191006,0
3,20191007,2
3,20191008,2
3,20191009,2
3,20191010,2
3,20191011,2
3,20191012,2
3,20191013,0
3,20191014,2
3,20191015,2
3,20191016,2
3,20191017,2
3,20191018,2
3,20191019,2
3,20191020,0
3,20191021,2
3,20191022,2
3,20191023,2
3,20191024,2
3,20191025,2
3,20191026,2
3,20191027,0
3,20191028,2
3,20191029,2
3,20191030,2
3,20191031,2
3,20191101,2
3,20191102,2
3,20191103,0
3,20191104,2
3,20191105,2
3,20191106,2
3,20191107,2
3,20191108,2
3,20191109,2
3,20191110,0
3,20191111,2
3,20191112,2
3,20191113,2
3,20191114,2
3,20191115,2
3,20191116,2
3,20191117,0
3,20191118,2
3,20191119,2
3,20191120,2
3,20191121,2
3,20191122,2
3,20191123,2
3,20191124,0
3,20191125,2
3,20191126,2
3,20191127,2
3,20191128,2
3,20191129,2
3,20191130,2
3,20191201,0
3,20191202,2
3,20191203,2
3,20191204,2
3,20191205,2
3,20191206,2
3,20191207,2
3,20191208,0
3,20191209,2
3,20191210,2
3,20191211,2
3,20191212,2
3,20191213,2
3,20191214,2
3,20191215,0
3,20191216,2
3,20191217,2
3,20191218,2
3,20191219,2
3,20191220,2
3,20191221,2
3,20191222,0
3,20191223,2
3,20191224,2
3,20191225,2
3,20191226,2
3,20191227,2
3,20191228,2
3,20191229,0
3,20191230,2
3,20191231,2
3,20200101,2
3,20200102,2
3,20200103,2
3,20200104,2
3,20200105,0
3,20200106,2
3,20200107,2
3,20200108,2
3,20200109,2
3,20200110,2
3,20200111,2
3,20200112,0
3,20200113,2
3,20200114,2
3,20200115,2
3,20200116,2
3,20200117,2
3,20200118,2
3,20200119,0
3,20200120,2
3,20200121,2
3,20200122,2
3,20200123,2
3,20200124,2
3,20200125,2
3,20200126,0
3,20200127,2
3,20200128,2
3,20200129,2
3,20200130,2
3,20200131,2
3,20200201,2
3,20200202,0
3,20200203,2
3,20200204,2
3,20200205,2
3,20200206,2
3,20200207,2
3,20200208,2
3,20200209,0
3,20200210,2
3,20200211,2
3,20200212,2
3,20200213,2
3,20200214,2
3,20200215,2
3,20200216,0
3,20200217,2
3,20200218,2
3,20200219,2
3,20200220,2
3,20200221,2
3,20200222,2
3,20200223,0
3,20200224,2
3,20200225,2
3,20200226,2
3,20200227,2
3,20200228,2
3,20200229,2
3,20200301,0
3,20200302,2
3,20200303,2
3,20200304,2
3,20200305,2
3,20200306,2
3,20200307,2
3,20200308,0
3,20200309,2
3,20200310,2
3,20200311,2
3,20200312,2
3,20200313,2
3,20200314,2
3,20200315,0
3,20200316,2
3,20200317,2
3,20200318,2
3,20200319,2
3,20200320,2
3,20200321,2
3,20200322,0
3,20200323,2
3,20200324,2
3,20200325,2
3,20200326,2
3,20200327,2
3,20200328,2
3,20200329,0
3,20200330,2
3,20200331,2
3,20200401,2
3,20200402,2
3,20200403,2
3,20200404,2
3,20200405,0
3,20200406,2
3,20200407,2
3,20200408,2
3,20200409,2
3,20200410,2
3,20200411,2
3,20200412,0
3,20200413,2
3,20200414,2
3,20200415,2
3,20200416,2
3,20200417,2
3,20200418,2
3,20200419,0
3,20200420,2
3,20200421,2
3,20200422,2
3,20200423,2
3,20200424,2
3,20200425,2
3,20200426,0
3,20200427,2
3,20200428,2
3,20200429,2
3,20200430,2
4,20190901,0
4,20190902,3
4,20190903,3
4,20190904,3
4,20190905,3
4,20190906,3
4,20190907,3
4,20190908,0
4,20190909,3
4,20190910,3
4,20190911,3
4,20190912,3
4,20190913,3
4,20190914,3
4,20190915,0
4,20190916,3
4,20190917,3
4,20190918,3
4,20190919,3
4,20190920,3
4,20190921,3
4,20190922,0
4,20190923,3
4,20190924,3
4,20190925,3
4,20190926,3
4,20190927,3
4,20190928,3
4,20190929,0
4,20190930,3
4,20191001,3
4,20191002,3
4,20191003,3
4,20191004,3
4,20191005,3
4,20191006,0
4,20191007,3
4,20191008,3
4,20191009,3
4,20191010,3
4,20191011,3
4,20191012,3
4,20191013,0
4,20191014,3
4,20191015,3
4,20191016,3
4,20191017,3
4,20191018,3
4,20191019,3
4,20191020,0
4,20191021,3
4,20191022,3
4,20191023,3
4,20191024,3
4,20191025,3
4,20191026,3
4,20191027,0
4,20191028,3
4,20191029,3
4,20191030,3
4,20191031,3
4,20191101,3
4,20191102,3
4,20191103,0
4,20191104,3
4,20191105,3
4,20191106,3
4,20191107,3
4,20191108,3
4,20191109,3
4,20191110,0
4,20191111,3
4,20191112,3
4,20191113,3
4,20191114,3
4,20191115,3
4,20191116,3
4,20191117,0
4,20191118,3
4,20191119,3
4,20191120,3
4,20191121,3
4,20191122,3
4,20191123,3
4,20191124,0
4,20191125,3
4,20191126,3
4,20191127,3
4,20191128,3
4,20191129,3
4,20191130,3
4,20191201,0
4,20191202,3
4,20191203,3
4,20191204,3
4,20191205,3
4,20191206,3
4,20191207,3
4,20191208,0
4,20191209,3
4,20191210,3
4,20191211,3
4,20191212,3
4,20191213,3
4,20191214,3
4,20191215,0
4,20191216,3
4,20191217,3
4,20191218,3
4,20191219,3
4,20191220,3
4,20191221,3
4,20191222,0
4,20191223,3
4,20191224,3
4,20191225,3
4,20191226,3
4,20191227,3
4,20191228,3
4,20191229,0
4,20191230,3
4,20191231,3
4,20200101,3
4,20200102,3
4,20200103,3
4,20200104,3
4,20200105,0
4,20200106,3
4,20200107,3
4,20200108,3
4,20200109,3
4,20200110,3
4,20200111,3
4,20200112,0
4,20200113,3
4,20200114,3
4,20200115,3
4,20200116,3
4,20200117,3
4,20200118,3
4,20200119,0
4,20200120,3
4,20200121,3
4,20200122,3
4,20200123,3
4,20200124,3
4,20200125,3
4,20200126,0
4,20200127,3
4,20200128,3
4,20200129,3
4,20200130,3
4,20200131,3
4,20200201,3
4,20200202,0
4,20200203,3
4,20200204,3
4,20200205,3
4,20200206,3
4,20200207,3
4,20200208,3
4,20200209,0
4,20200210,3
4,20200211,3
4,20200212,3
4,20200213,3
4,20200214,3
4,20200215,3
4,20200216,0
4,20200217,3
4,20200218,3
4,20200219,3
4,20200220,3
4,20200221,3
4,20200222,3
4,20200223,0
4,20200224,3
4,20200225,3
4,20200226,3
4,20200227,3
4,20200228,3
4,20200229,3
4,20200301,0
4,20200302,3
4,20200303,3
4,20200304,3
4,20200305,3
4,20200306,3
4,20200307,3
4,20200308,0
4,20200309,3
4,20200310,3
4,20200311,3
4,20200312,3
4,20200313,3
4,20200314,3
4,20200315,0
4,20200316,3
4,20200317,3
4,20200318,3
4,20200319,3
4,20200320,3
4,20200321,3
4,20200322,0
4,20200323,3
4,20200324,3
4,20200325,3
4,20200326,3
4,20200327,3
4,20200328,3
4,20200329,0
4,20200330,3
4,20200331,3
4,20200401,3
4,20200402,3
4,20200403,3
4,20200404,3
4,20200405,0
4,20200406,3
4,20200407,3
4,20200408,3
4,20200409,3
4,20200410,3
4,20200411,3
4,20200412,0
4,20200413,3
4,20200414,3
4,20200415,3
4,20200416,3
4,20200417,3
4,20200418,3
4,20200419,0
4,20200420,3
4,20200421,3
4,20200422,3
4,20200423,3
4,20200424,3
4,20200425,3
4,20200426,0
4,20200427,3
4,20200428,3
4,20200429,3
4,20200430,3
5,20190901,0
5,20190902,2
5,20190903,2
5,20190904,2
5,20190905,2
5,20190906,2
5,20190907,2
5,20190908,0
5,20190909,2
5,20190910,2
5,20190911,2
5,20190912,2
5,20190913,2
5,20190914,2
5,20190915,0
5,20190916,2
5,20190917,2
5,20190918,2
5,20190919,2
5,20190920,2
5,20190921,2
5,20190922,0
5,20190923,2
5,20190924,2
5,20190925,2
5,20190926,2
5,20190927,2
5,20190928,2
5,20190929,0
5,20190930,2
5,20191001,2
5,20191002,2
5,20191003,2
5,20191004,2
5,20191005,2
5,20191006,0
5,20191007,2
5,20191008,2
5,20191009,2
5,20191010,2
5,20191011,2
5,20191012,2
5,20191013,0
5,20191014,2
5,20191015,2
5,20191016,2
5,20191017,2
5,20191018,2
5,20191019,2
5,20191020,0
5,20191021,2
5,20191022,2
5,20191023,2
5,20191024,2
5,20191025,2
5,20191026,2
5,20191027,0
5,20191028,2
5,20191029,2
5,20191030,2
5,20191031,2
5,20191101,2
5,20191102,2
5,20191103,0
5,20191104,2
5,20191105,2
5,20191106,2
5,20191107,2
5,20191108,2
5,20191109,2
5,20191110,0
5,20191111,2
5,20191112,2
5,20191113,2
5,20191114,2
5,20191115,2
5,20191116,2
5,20191117,0
5,20191118,2
5,20191119,2
5,20191120,2
5,20191121,2
5,20191122,2
5,20191123,2
5,20191124,0
5,20191125,2
5,20191126,2
5,20191127,2
5,20191128,2
5,20191129,2
5,20191130,2
5,20191201,0
5,20191202,2
5,20191203,2
5,20191204,2
5,20191205,2
5,20191206,2
5,20191207,2
5,20191208,0
5,20191209,2
5,20191210,2
5,20191211,2
5,20191212,2
5,20191213,2
5,20191214,2
5,20191215,0
5,20191216,2
5,20191217,2
5,20191218,2
5,20191219,2
5,20191220,2
5,20191221,2
5,20191222,0
5,20191223,2
5,20191224,2
5,20191225,2
5,20191226,2
5,20191227,2
5,20191228,2
5,20191229,0
5,20191230,2
5,20191231,2
5,20200101,2
5,20200102,2
5,20200103,2
5,20200104,2
5,20200105,0
5,20200106,2
5,20200107,2
5,20200108,2
5,20200109,2
5,20200110,2
5,20200111,2
5,20200112,0
5,20200113,2
5,20200114,2
5,20200115,2
5,20200116,2
5,20200117,2
5,20200118,2
5,20200119,0
5,20200120,2
5,20200121,2
5,20200122,2
5,20200123,2
5,20200124,2
5,20200125,2
5,20200126,0
5,20200127,2
5,20200128,2
5,20200129,2
5,20200130,2
5,20200131,2
5,20200201,2
5,20200202,0
5,20200203,2
5,20200204,2
5,20200205,2
5,20200206,2
5,20200207,2
5,20200208,2
5,20200209,0
5,20200210,2
5,20200211,2
5,20200212,2
5,20200213,2
5,20200214,2
5,20200215,2
5,20200216,0
5,20200217,2
5,20200218,2
5,20200219,2
5,20200220,2
5,20200221,2
5,20200222,2
5,20200223,0
5,20200224,2
5,20200225,2
5,20200226,2
5,20200227,2
5,20200228,2
5,20200229,2
5,20200301,0
5,20200302,2
5,20200303,2
5,20200304,2
5,20200305,2
5,20200306,2
5,20200307,2
5,20200308,0
5,20200309,2
5,20200310,2
5,20200311,2
5,20200312,2
5,20200313,2
5,20200314,2
5,20200315,0
5,20200316,2
5,20200317,2
5,20200318,2
5,20200319,2
5,20200320,2
5,20200321,2
5,20200322,0
5,20200323,2
5,20200324,2
5,20200325,2
5,20200326,2
5,20200327,2
5,20200328,2
5,20200329,0
5,20200330,2
5,20200331,2
5,20200401,2
5,20200402,2
5,20200403,2
5,20200404,2
5,20200405,0
5,20200406,2
5,20200407,2
5,20200408,2
5,20200409,2
5,20200410,2
5,20200411,2
5,20200412,0
5,20200413,2
5,20200414,2
5,20200415,2
5,20200416,2
5,20200417,2
5,20200418,2
5,20200419,0
5,20200420,2
5,20200421,2
5,20200422,2
5,20200423,2
5,20200424,2
5,20200425,2
5,20200426,0
5,20200427,2
5,20200428,2
5,20200429,2
5,20200430,2
